80	142
178	70
94	162
82	159
-129	9
-45	-21
-186	-65
17	-99
-54	-98
130	38
-48	-163
-114	-101
116	54
166	183
-164	-160
97	74
114	189
-175	-87
-160	120
-60	-152
-162	82
-66	-58
-200	-38
-6	-28
197	1
97	74
-53	14
138	186
-82	-81
-167	-98
178	111
169	-182
183	-101
149	57
143	-89
-27	-183
-135	183
-145	34
134	192
2	13
12	63
-176	40
-99	5
-36	141
63	129
138	144
-65	200
36	140
111	173
24	-10
-80	-10
-85	29
-152	98
-100	146
-152	72
-79	-112
-25	-10
132	-91
81	-69
-187	-111
-77	199
-99	-182
-98	43
-55	115
42	167
76	-73
-188	-122
68	-67
109	48
72	-116
21	40
-142	-53
107	-44
87	112
-14	-96
149	-179
177	199
-181	67
-117	-30
-175	146
68	-12
17	104
63	89
47	-64
-168	-133
-109	-200
107	-183
118	-171
27	-124
182	83
-37	160
74	22
-31	10
115	-81
31	127
-157	26
152	62
188	71
-54	-27
-116	94
163	-32
192	-139
197	84
113	159
152	79
118	-24
62	-199
-195	-167
-149	-86
-57	-74
182	154
137	-192
-4	83
-181	-149
-53	-200
-64	-84
22	-15
-3	59
52	110
111	-16
-198	-46
156	159
200	-49
-197	144
122	64
20	-105
13	-195
-39	-25
-68	-91
-132	1
-10	-118
-142	-38
-29	25
59	49
13	-84
152	38
-30	-105
-74	74
158	196
107	-26
-39	49
-65	189
-77	-107
140	-21
41	-54
53	-198
165	38
-106	-172
65	-51
184	117
-68	111
-1	-139
-126	159
-152	-190
172	44
-14	57
-120	-131
191	-185
-24	-128
4	117
173	-107
86	-125
153	54
150	-199
53	-42
-92	-136
176	-53
94	39
61	-153
101	172
118	170
122	-66
62	-121
19	-31
-174	92
80	-3
-149	-23
-124	-173
54	92
-32	6
76	10
-44	84
6	-125
-14	-70
-69	186
-130	-199
-181	-28
98	47
155	-61
-49	154
-51	47
8	-57
-140	170
165	155
-145	73
1	122
-23	-5
-109	173
-169	43
-121	174
-48	-50
137	-34
187	56
84	-40
148	44
146	85
-64	-114
-116	-120
-103	-70
-117	-20
-121	-27
101	152
113	-20
109	-90
-43	199
-151	-120
113	110
34	26
-81	31
158	-183
38	-196
-143	-5
91	-189
124	-48
-90	-3
114	-58
-31	-116
-188	32
34	-159
-21	4
-173	-20
15	161
-160	111
151	-177
168	86
-34	-80
13	121
170	31
-94	-54
165	-47
162	-10
-195	-98
-59	-158
77	-47
-162	84
154	-197
-91	-72
151	23
98	172
181	-61
-34	120
160	190
101	-101
-20	-185
-104	192
112	-40
173	44
199	30
167	-191
-83	-173
191	24
-32	-146
-144	-111
-73	33
-69	44
12	-161
-16	-37
59	-125
109	23
16	-77
-106	171
144	-138
89	139
-158	191
151	-91
-118	-145
153	200
84	61
-69	133
-87	-81
61	181
-25	116
125	-34
74	1
153	-41
-86	-144
134	62
47	151
74	109
-51	-59
-154	-9
-156	-83
32	175
186	-136
-78	23
-41	-24
-150	-106
33	-127
-149	-78
18	-197
23	197
-142	-147
-139	170
137	98
-1	73
25	-38
-55	-103
-77	-5
125	39
61	124
-61	106
100	83
49	-149
60	70
-3	-175
-75	-5
-70	-122
-140	-118
-193	67
-49	126
169	45
-76	110
-144	-42
-41	-112
-102	173
-43	189
12	-192
-184	33
168	-71
115	27
-126	-195
158	-163
-52	47
114	-129
-117	104
111	-3
-124	-18
-1	31
176	-162
135	-176
183	161
4	-194
-61	132
-31	-174
96	-169
-127	133
-138	135
149	173
16	-81
-172	-78
182	-152
-187	-151
-128	-48
74	-179
153	173
155	111
-164	96
8	34
0	-4
-156	16
-32	58
-157	9
-27	-127
17	-86
-111	-31
101	9
43	-42
-64	-176
165	-16
-174	-137
163	-164
-9	190
138	129
-37	-102
-106	71
19	-29
200	-127
-171	35
48	-33
-168	-132
-60	-126
-120	18
-69	29
-102	55
147	91
2	52
47	84
-197	-160
-175	192
200	101
-47	-135
-19	186
190	47
-152	-111
120	173
91	-12
-89	-107
-99	45
-77	-146
-50	169
-82	91
12	76
-22	-136
-80	-33
178	-88
106	88
156	-77
160	-86
119	-115
-185	-10
-200	31
18	109
-71	73
24	117
113	-97
72	-110
-114	72
-139	7
-178	8
-150	-83
-56	-8
61	-174
-72	29
-183	35
110	147
-47	-165
-138	-104
-164	-86
-21	11
-163	44
54	-102
122	193
-127	178
-29	-87
166	68
-133	-183
-69	-62
5	34
-127	173
21	-126
-15	58
35	-155
-4	55
-33	25
-168	152
142	-26
175	-52
111	-83
-118	-116
73	-83
192	-154
99	85
152	16
159	163
-87	65
121	-104
4	-175
-159	122
-167	117
-189	-196
-153	0
76	-46
114	-114
-30	198
-141	-133
39	187
-153	48
179	-111
-88	-88
140	-37
-11	-51
139	-197
53	73
-73	-85
-45	103
-77	1
-110	-87
-166	41
110	36
-126	-9
118	-192
11	185
5	36
34	-157
-200	-162
-141	-124
-197	52
3	179
-14	51
39	-175
104	-175
-89	-19
-198	-160
-13	111
-37	185
-44	62
56	-62
-182	-51
183	-190
-109	24
-197	133
-22	7
20	112
-84	142
-35	94
-136	131
-177	37
-138	164
-162	2
-35	155
-153	-152
52	-33
129	-133
127	135
116	-14
71	-122
26	164
21	-18
-180	54
-124	-121
-40	142
-173	-148
-122	180
-153	135
37	77
25	-185
86	91
-123	-130
-162	165
143	-186
23	17
177	-123
17	-194
-137	120
-152	142
116	-153
-48	105
164	44
109	-72
141	-24
-42	-142
69	143
-21	25
26	-75
-13	-19
-167	-119
-164	-119
113	186
-91	-73
-2	0
-161	187
-52	-102
-184	78
-144	-57
-8	-179
78	-13
87	-174
20	-45
-185	-27
-118	-169
-132	121
-169	-54
90	-183
-9	135
145	112
-29	-174
182	91
-190	-187
167	57
165	194
18	-173
-72	-150
195	-5
-192	-152
-56	-96
-106	96
-87	184
-143	182
107	24
5	-115
-40	-198
57	-178
-3	166
159	54
-193	114
-94	51
-107	199
-35	171
199	-174
-75	-148
-193	137
179	155
-133	-195
74	-2
-106	-26
-79	-129
-59	-64
-200	31
31	170
-172	-59
-131	-28
189	17
-105	189
-49	181
-136	195
-176	171
105	32
68	111
58	-18
76	175
3	-88
-117	-36
137	-53
121	81
152	-57
-67	-162
0	-195
-160	153
196	60
-12	97
-138	198
-95	-104
-73	-95
-142	114
-129	-25
110	-138
159	2
91	-36
139	-40
-93	-73
165	-8
-198	-144
97	-147
181	-155
-132	62
-37	192
169	-196
-85	153
104	-109
159	-123
58	190
-46	108
178	98
-142	170
-3	59
-115	44
13	-30
138	139
146	145
197	48
177	-157
200	179
115	-176
109	-48
-20	0
-55	159
-128	-126
-19	-22
29	197
41	123
-166	-122
-23	145
-86	-75
47	-58
-187	-191
-97	-73
-18	112
167	-98
-157	-98
-109	-92
-22	148
-52	168
-30	43
-197	130
-157	188
-25	-147
119	-140
19	-65
24	-146
91	58
178	-134
173	16
-46	-79
-171	72
-171	-118
105	71
-17	-1
113	197
61	29
-54	-183
-124	-84
-79	-101
-12	113
-1	-145
-57	-7
-164	33
-54	101
14	152
133	29
78	136
-15	66
-128	1
116	188
-62	99
-141	-35
-107	61
-64	-162
-153	143
-84	-5
-124	-90
79	165
152	-141
-137	-91
120	-35
40	98
-47	129
-108	84
-141	13
5	-3
-48	148
-156	-35
-167	-52
-69	47
113	-171
-162	-95
143	-143
156	106
159	-138
-20	161
104	-55
91	80
-43	99
125	158
3	50
22	-36
145	67
-12	171
127	42
-34	155
182	95
62	101
-174	124
147	190
99	41
129	67
-52	40
12	-5
127	33
70	82
97	-30
-100	-23
97	-113
-128	-149
-183	-191
132	-132
123	-179
-200	-80
-84	8
-114	-114
191	101
100	-74
79	-150
-81	82
-69	-35
-182	-111
-146	-56
-54	156
-16	-166
194	136
-40	-99
-130	150
113	4
19	-116
94	137
146	77
-174	104
-60	41
-129	-131
-26	-194
-43	191
-150	-38
7	64
-176	28
184	-86
98	170
-10	121
37	75
121	48
186	-169
113	-87
114	-110
181	-23
-126	-29
109	196
34	-144
-48	130
149	48
111	-90
-41	160
169	-131
-121	-98
-108	99
-109	-92
147	25
48	-125
-25	195
-77	47
-114	-148
90	179
-22	-121
53	-73
147	131
81	175
-56	99
172	-93
-131	79
-60	109
-10	161
-197	-3
-120	163
72	-54
43	-124
192	-39
24	176
80	-195
-174	-120
187	-160
197	-146
31	-96
-171	74
-174	68
-125	-107
-121	-150
8	-179
-105	-165
136	-103
119	-51
134	72
122	-127
97	150
70	77
-2	33
190	47
140	93
140	-120
-196	143
148	165
-166	85
-53	-134
92	32
187	-156
168	127
-151	-31
-109	-182
-146	123
-125	-27
77	-66
171	-46
-96	-172
57	-161
4	180
-182	175
-50	167
169	187
-191	-23
-42	38
-12	-3
-193	-143
-180	119
108	-22
-137	189
181	47
51	-200
-181	-9
-28	-23
-75	85
62	-189
-176	-5
168	158
-179	-166
-132	37
0	-53
31	-125
-146	114
154	107
-119	-179
-125	-180
-130	131
-187	170
-136	99
84	65
32	-109
-125	161
46	-134
135	178
168	134
-12	-105
40	-11
-160	37
121	161
-45	-6
-192	189
-128	52
123	-189
-29	122
-36	-20
-59	-61
119	121
-67	87
-117	-169
-106	-39
-118	-158
40	195
1	188
86	136
188	-136
-34	-38
98	101
-113	49
178	-31
74	-100
-131	36
-132	-174
195	-146
71	32
-62	-162
-122	-62
-93	-66
47	145
-168	-174
-147	-179
185	-34
72	73
-15	-100
74	87
15	172
167	-32
-110	193
200	157
-189	-190
-66	37
-107	173
-138	94
143	165
169	-140
-159	100
-66	-184
20	120
77	-47
-7	178
98	200
-184	-48
-79	64
-128	76
-188	71
-196	-138
106	-26
-32	177
150	-20
14	-60
6	-3
188	106
137	-163
82	154
2	186
200	-93
-188	-46
-89	-62
-120	158
194	0
13	187
117	-25
-4	-163
-113	169
-130	184
168	198
-198	-21
-9	174
-34	14
119	-74
-158	158
151	197
56	-36
-15	-66
-61	-161
34	-99
-34	-34
17	-122
102	121
159	143
-200	-60
151	110
-63	155
-65	-46
-80	-164
6	91
58	-169
5	9
105	140
-181	92
-60	-117
112	-17
-110	-103
59	40
-192	198
-119	-199
20	-177
-199	-131
-188	7
-142	44
-22	-16
123	113
-101	79
-6	167
91	-83
59	199
-132	-139
-57	14
94	161
-68	17
-63	181
111	198
-39	18
-103	141
44	41
147	51
-200	123
-93	-90
-187	-91
110	-179
187	-81
43	159
19	-166
-85	-155
166	183
-26	134
-48	60
-138	67
146	187
-79	-142
102	158
142	-185
-198	-39
114	-185
136	133
-99	-132
30	-30
82	-82
-182	12
60	38
45	163
58	159
-146	86
141	-61
170	49
17	0
138	161
98	112
111	-96
165	30
-167	-43
-155	21
110	79
19	-177
172	144
17	-44
-6	-186
27	-83
-153	15
-24	-38
6	65
169	-60
147	76
184	-138
98	41
2	184
-169	-95
-150	7
76	-102
156	-126
13	129
143	-195
113	-143
144	-110
-160	184
62	-7
174	-91
104	-149
-200	-36
-119	179
90	156
32	53
-142	-27
-33	-145
-196	-141
71	-177
184	88
-166	-65
-66	57
-87	-2
-8	105
-134	165
59	87
15	56
22	56
-137	-42
-38	11
24	176
-43	-90
-76	189
-181	-17
-81	14
-41	-51
-25	40
98	2
-85	33
-134	122
116	-185
9	29
-72	-192
94	85
193	163
1	113
-68	-43
154	-27
129	56
88	-109
-194	11
199	-171
-97	-191
-61	-124
189	-163
-148	29
129	-144
66	8
182	-198
-153	-103
83	164
-19	-186
-33	-29
-81	146
-85	125
-63	113
198	169
-200	160
78	-125
-138	-9
-143	-89
103	198
21	54
80	129
-38	192
173	-137
27	177
-20	-136
127	-79
-108	92
-26	3
169	62
127	121
159	-91
-67	-85
141	32
58	132
103	5
173	192
7	44
47	-125
-128	-25
150	126
199	194
2	-186
-143	49
-102	-29
117	154
-180	76
61	-53
-141	-122
80	78
172	144
98	-9
-171	54
-98	-97
186	188
-64	-61
-162	-64
147	-25
-143	71
-34	5
133	-2
-19	-26
-150	-100
177	-84
-17	68
99	-45
99	-23
94	70
118	82
134	-10
-48	101
-29	-199
-179	-26
199	126
-7	-63
-70	-112
-138	-12
-71	39
192	-33
175	19
-184	-139
47	29
-43	156
-118	151
55	-2
55	166
-64	180
-165	180
-72	25
-123	-78
141	-76
-17	-35
-159	141
132	16
-167	-26
-1	-76
175	-133
-170	120
-113	-76
-20	-180
-75	60
157	-97
-80	-54
76	61
64	53
90	-96
131	-89
184	154
110	-183
146	50
-168	148
171	-159
72	-97
-66	7
199	-72
10	-102
31	152
35	198
-75	-185
-31	137
-59	107
167	80
90	55
-92	5
-18	158
53	-188
-199	13
194	35
-192	68
120	53
-74	-176
77	-69
-125	182
10	-84
45	-112
-58	86
-54	-187
-17	45
-140	158
-72	-86
180	-26
-132	115
-118	46
74	-6
113	-101
28	88
-168	-198
91	62
-120	79
196	156
51	65
15	125
111	-27
170	-29
-66	72
163	-108
199	-111
14	-62
119	-51
166	-13
-119	200
-92	120
175	-124
91	126
157	100
83	27
157	146
146	2
-148	20
83	-162
3	44
16	-188
-164	-28
-156	142
-59	99
-55	-73
99	92
93	102
-181	185
-27	42
132	-129
18	44
86	-171
-189	-75
195	92
-131	69
45	176
-150	150
194	97
-131	-30
-109	-168
-14	159
-76	-3
188	195
71	55
-63	175
-85	92
44	151
26	-125
-158	197
121	-152
-103	-138
-4	-40
35	73
-164	27
-83	-22
-133	200
-72	-18
-17	-143
174	-160
2	-154
163	59
-38	152
-159	-163
74	-180
-65	-158
-115	85
-97	-176
96	-2
1	-25
-153	105
-184	140
-129	-54
-135	-111
-92	-106
57	19
-57	-12
-108	141
11	-73
12	131
-50	147
6	82
-78	181
147	142
-48	65
183	62
-128	191
170	-197
199	-26
-49	183
-172	4
104	139
116	16
12	111
-85	-138
193	64
200	-93
-89	-75
2	79
14	-4
64	104
-20	-23
103	-180
-30	156
-126	-88
-154	1
-50	-97
-146	-135
14	-51
-3	199
-154	172
179	11
175	-184
16	49
-48	-198
198	-150
-163	89
-81	-154
-89	105
187	81
-51	-171
188	-41
-39	-4
111	22
5	-54
174	171
-4	-198
-17	129
-27	-56
-30	-153
167	-94
-36	-197
-97	57
195	55
-21	91
-65	80
-132	130
-82	128
59	137
-30	-12
59	-11
-141	98
159	-159
-19	-72
100	60
171	-36
12	-171
129	31
84	-158
-24	89
-55	-142
52	178
-188	-90
-9	13
-156	32
-38	-105
164	26
155	-117
113	-28
12	125
108	136
-200	-56
-176	0
188	92
153	85
-77	-166
69	73
-69	184
-10	-169
118	23
83	-152
11	-57
-14	28
174	106
-136	120
-102	-26
-177	167
-122	44
-170	173
-161	126
-174	-181
30	95
-27	-110
94	130
-91	50
-113	120
172	-97
138	-162
130	-81
84	-80
-1	-146
117	185
65	-146
199	-81
197	-50
139	111
-70	-89
-80	-127
-92	-112
63	-2
-46	-52
187	75
120	188
-83	-12
200	-104
-63	-79
-62	-60
70	83
115	76
86	-146
-34	134
178	18
83	91
-9	-28
-132	-3
65	195
-192	-68
100	195
-90	20
-37	10
-48	23
-187	-28
-190	-134
171	36
64	-55
-98	-29
-48	-169
134	58
171	-130
-79	106
-112	79
128	5
-110	137
152	20
191	27
-38	25
61	100
-63	143
-145	-115
80	59
101	-48
-141	82
-2	194
-109	-32
-72	122
-146	-74
-178	-11
-163	-64
131	85
4	-135
182	-152
178	-63
40	-111
131	-63
8	198
139	-102
53	-7
134	-54
-87	64
-185	-24
144	-146
-18	187
126	-74
163	-69
-123	125
-181	41
86	65
-181	174
-29	-73
-199	-110
46	-110
-116	-10
-119	86
-102	-176
10	177
0	-169
-141	-39
-61	1
-156	74
5	134
164	11
136	135
51	139
-192	-87
-75	-128
-88	-82
189	11
32	-78
-84	-15
192	-66
53	-100
133	-147
-112	86
42	-5
-146	-183
72	-144
-45	-11
-155	-12
121	8
14	193
-34	-178
-6	-140
13	145
120	-15
65	-87
111	8
-67	86
-16	74
-2	-140
-179	126
-3	-106
134	-1
-156	36
-20	166
-128	-45
187	-167
-141	-91
119	-54
186	118
133	74
-177	86
-141	-107
-121	30
-152	-152
-196	-6
94	-49
-121	-116
-174	64
-199	-163
95	125
183	48
151	9
57	-20
-144	-159
-100	-5
-43	-159
46	198
58	116
172	-79
-22	-93
-149	91
123	-156
7	-181
112	34
-130	-59
97	64
-89	-155
-70	-189
-168	44
193	-77
-14	77
165	-46
134	-133
102	-41
-104	-182
-101	-8
-25	-171
-106	111
-85	-69
111	-122
-4	-196
38	84
-181	-153
53	-131
-128	-92
